Lat,Lng,LONG,LAT,Agency_Name,Address,Request_type,Description
43.0393,-76.1155,,,"Garbage, Recycling & Graffiti","211 Clarke St Syracuse, New York, 13210",Report Litter on Private Land,Constituent called anonymously to report 10-15 bags of garbage on the side of this property. Stated that the bags have been there for weeks & have now been ripped open due the animals tearing the bags. 
43.0522,-76.162,,,Sanitation Carts,"300 Park Ave Syracuse, New York, 13204",Cart Broken,Constituent called to report damage to their recycling cart from being hit by a plow. 
43.0387,-76.1295,,,Water & Sewage,"711 Comstock Ave Syracuse, New York, 13210",Sewer Back-ups (INTERNAL),"John(Han Septic)
315-374-3646
Jet Flush #48"
43.0104,-76.1446,,,Sanitation,"177 Ballantyne Rd Syracuse, New York, 13205",Report a Skipped Weekly Trash Pick Up (Internal),Constituent called to report their trash as skipped. No violations. 
43.0215,-76.1639,,,Sanitation,"130 Charmouth Dr Syracuse, New York, 13207",Report a Skipped Weekly Trash Pick Up (Internal),Constituent says her weekly trash was skipped. 
43.04,-76.1198,,,"Garbage, Recycling & Graffiti","Westcott Syracuse, New York",Report Improperly Set Out Trash or Recycling (Illegal Setout),Constituent called to report that the recycling and trash carts have been left out for multiple days in the Westcott area. 
43.0382,-76.1233,,,"Garbage, Recycling & Graffiti","Lancaster Ave Syracuse, New York, 13210",Report Improperly Set Out Trash or Recycling (Illegal Setout),Constituent called to report that the recycling and trash carts have been left out for multiple days on this street. 
43.0396,-76.1738,,,Streets & Transportation,"Delaware St & Grand Ave Syracuse, NY, 13204, USA",Traffic Signals,The red light is out on one of the signals. It's been that way for weeks now.
43.0512,-76.1524,,,"Green Spaces, Trees & Public Utilities","99 N Salina St Syracuse NY 13202, United States","Other Parks, Trees & Public Utilities Concern","I have made this complaint before and nothing has been done about it. The sidewalk on the north east end of Clinton Square has a missing water pipe lid. (W Genesee and Salina, W Genesee side near the intersection) This morning, because I knew it was there somewhere, I was very cautious on the slippery sidewalks. Someone else who is unfamiliar, may not be so lucky. Please get that fixed before a dog falls in or someone breaks their leg.  "
43.0539,-76.1364,,,Parking & Vehicles,"301-399 N Crouse Ave Syracuse, NY, 13203, USA",Report an illegally parked vehicle,Is there any update on this? There are still illegally parked vehicles on the street in this block even though parking is prohibited in this block and No Parking signs are clearly visible. Emergency vehicles have a difficult time navigating this block when cars are parked illegally.
43.0557,-76.1039,,,Streets & Transportation,43.05570 -76.10392,Pavement Markings,Please paint line where traffic should stop
43.0458,-76.1852,,,Parking & Vehicles,"368-398 Tennyson Ave Syracuse, NY, 13204, USA",Report an Abandoned Vehicle,"Vehicle has not moved in almost 2 weeks, newer Orange SUV. "
42.9991,-76.1397,,,"Garbage, Recycling & Graffiti","111 Munson Dr Syracuse, New York, 13205",Report a Skipped Weekly Trash Pick Up,Skipped Thursday.  Still at curb.
43.0621,-76.0986,,,Sanitation,"500 Plymouth Dr Syracuse, New York, 13206",Report a Skipped Weekly Trash Pick Up (Internal),Reported weekly trash skipped. 
43.043,-76.1657,,,"Garbage, Recycling & Graffiti","525 Gifford St Syracuse, New York, 13204",Report a Skipped Weekly Trash Pick Up,Skipped friday.  Only got some of the street.
43.0485,-76.0953,,,Water & Sewage,"624 Audubon Pkwy Syracuse, New York, 13224",Sewer Back-ups (INTERNAL),Helen  395-6694
43.0437,-76.1634,,,Water & Sewage,"517 Fabius St Syracuse, New York, 13204",Sewer Back-ups (INTERNAL),Gloria 403-0581
43.036,-76.1761,,,"Garbage, Recycling & Graffiti","322 Rowland St Syracuse, New York, 13204",Report a Skipped Weekly Trash Pick Up,Skipped Friday.  Still out.
43.0565,-76.1144,,,Housing & Property Maintenance,"1607 Burnet Ave Syracuse NY 13206, United States",Report Trash/Debris Outside a Home/Building,Dangerous construction site...
43.0521,-76.1625,,,Housing & Property Maintenance,"202 1/2 Leavenworth Ave Syracuse, New York, 13204",Vacant Buildings,202 1/2 Leavenworth Ave is again being broken into from the Park Ave entrance. Included in the photos is a photo of the car and it's license plate. The entrance is now open.
42.9974,-76.157,,,"Green Spaces, Trees & Public Utilities","209 Chaffee Ave Syracuse, New York, 13207",Tree Care and Removal,Constituent called cityline requesting for a city tree to removed from from this property. He stated that the tree has grown above the telephone wires and he is very old. Requesting for the tree to be removed and for a new tree to be planted. 
43.0328,-76.1797,,,Sanitation Carts,"1504 Bellevue Ave Syracuse, New York, 13204",Cart Broken,Constituent says the cart is broken. She received a violation because it was at the curb. She says sanitation told her to leave it there and it would be replaced. 
43.0328,-76.1116,,,Water & Sewage,"Meadowbrook Dr & Dakota St Syracuse, New York, 13224",Other Sewer-related Concerns,"K.Bowling(Water Dept) Foreman
Requesting sewers on water epair
Dispatched to D. Ellsworth"
43.0335,-76.1872,,,"Garbage, Recycling & Graffiti","1790–1798 W Onondaga St Syracuse NY 13204, United States",Report Litter on Public Land,
43.0348,-76.1732,,,"Garbage, Recycling & Graffiti","311 Elliott St Syracuse NY 13204, United States",Report Improperly Set Out Trash or Recycling (Illegal Setout),
43.0379,-76.1557,,,Water & Sewage,"321 Midland Ave Syracuse, New York, 13202",Sewer Back-ups (INTERNAL),"Joanne  876-5114
Asphalt was cleared for sewers,,,able to access vent"
43.0151,-76.1453,,,Water & Sewage,"1126 Cannon St Syracuse, New York, 13205",Other Sewer-related Concerns,Sewer water is coming up from the drain in the front of the house by the street 
43.0223,-76.1285,,,Streets & Transportation,"Comstock Ave Syracuse, New York, 13210",Report a Pothole,There is a pretty rough patch of pavement on Comstock Ave in front of Comfort Tyler Park.
43.0528,-76.144,,,Sanitation Carts,"207 N Mcbride St Syracuse, New York, 13203",Cart Stolen,Constituent called to report their trash and recycling carts as stolen. 
43.0478,-76.1071,,,Housing & Property Maintenance,"125 Niven St Syracuse NY 13224, United States",Home & Building Maintenance,"Power outage for over 4 hours already, landlords 4 of them, all within a mile of the property not bothering to respond because the inspection they bribed to pass says the electrical system is fine   It has never been fine.  Ironic, too, since the Health Department and BAA are on their case today .....----"
43.0125,-76.1476,,,Sanitation Carts,"2823 Midland Ave Syracuse, New York, 13205",Cart Stolen,Constituent called to report their trash cart as stolen. 
43.0653,-76.1437,,,"Garbage, Recycling & Graffiti","106 Spring St Syracuse, New York, 13208",Report a Skipped Weekly Trash Pick Up,Skipped monday-still out
43.0619,-76.1202,,,"Garbage, Recycling & Graffiti","502 Hixson Ave Syracuse, New York, 13206",Report a Skipped Weekly Trash Pick Up,skipped tuesday
43.039,-76.1706,,,"Garbage, Recycling & Graffiti","209 Davis St Syracuse, New York, 13204",Report Improperly Set Out Trash or Recycling (Illegal Setout),garbage can and recycling plus a couch on the curb.  Trash day is Friday morning.
43.0358,-76.177,,,Water & Sewage,"Herriman St & Rowland St Syracuse, New York, 13204",Report internal structural damage of a Catch Basin/Storm Drain,"34 
Repair Stone Top"
43.0625,-76.0948,,,Sanitation,"1601 Sunnycrest Rd Syracuse, New York, 13206",Report a Skipped Recycling Pick Up (Internal),Skipped Tuesday
43.0822,-76.152,,,Water & Sewage,"306 Martin St Syracuse, New York, 13208",Sewer Back-ups (INTERNAL),tyler 925-3452
43.0415,-76.1603,,,Water & Sewage,"Niagara St & Shonnard St Syracuse, New York, 13204",Report internal structural damage of a Catch Basin/Storm Drain,"#34
Stone Top Repair"
43.0624,-76.1487,,,Sanitation Carts,"123 John St Syracuse, New York, 13208",Cart Stolen,Constituent called to report their recycling cart as missing. 
43.057,-76.1464,,,Housing & Property Maintenance,"700 N Mcbride St Syracuse, New York, 13203",Property Damage- INTERNAL,"Constituent called cityline to report property damage that was caused to a concrete hitching post that was located in the front of his yard. He stated this occurred after his Christmas tree was collected from the street cleaning department. They used the truck to collect the tree, the hitching post was knocked over. He is requesting for a supervisor to reach out to him when they are available so he can discuss his concerns with them. "
43.0627,-76.1574,,,Sanitation,"210 Basin St Syracuse, New York, 13208",Report a Skipped Bulk Pick Up (Internal),Couch skip monday
43.0279,-76.1545,,,Sanitation Carts,"414 Kirk Ave Syracuse, New York, 13205",Cart Stolen,Constituent says her trash cart was stolen. 
43.0625,-76.1107,,,"Garbage, Recycling & Graffiti","347 Forest Hill Dr Syracuse, New York, 13206",Sanitation Exempt Skipped,"Constituent says her trash was skipped, "
43.0334,-76.1703,,,"Garbage, Recycling & Graffiti","510 Dudley St Syracuse, NY 13204, USA",Report Litter on Private Land,510 Dudley does not keep the property clean has mounds of trash on the side of the house that's blowing into the street does not clean the snow from their sidewalk which is forcing children people with disabilities wheelchairs and elderly people in the street
43.0684,-76.1104,,,Sanitation,"2540 James St Syracuse, New York, 13206",Report a Skipped Weekly Trash Pick Up (Internal),Constituent called to report skipped their trash as skipped. 
43.0332,-76.1703,,,Parking & Vehicles,"1000 Bellevue Ave Syracuse, NY 13204, USA",Report an illegally parked vehicle,vehicle is constantly parking on the wrong side blocking school buses and traffic on Bellevue. 
43.067,-76.1577,,,Sanitation,"902 N Alvord St Syracuse, New York, 13208",Report a Skipped Weekly Trash Pick Up (Internal),Constituent says his weekly trash was skipped.
43.0207,-76.1526,,,Water & Sewage,"309 Hatch St Syracuse, New York, 13205",Sewer Back-ups (INTERNAL),Carol 475-3866
43.0434,-76.109,,,Water & Sewage,"2686 E Genesee St Syracuse, New York, 13224",Sewer Back-ups (INTERNAL),"Cindy
315-446-8102"
43.0502,-76.1757,,,Sanitation Carts,"543 Richmond Ave Syracuse, New York, 13204",Cart Stolen,Trash cart reported stolen. 
43.0701,-76.1088,,,Sanitation,"147 Ashdale Ave Syracuse, New York, 13206",Report a Skipped Weekly Trash Pick Up (Internal),Constituent says her weekly trash was skipped. 
43.0234,-76.1659,,,Water & Sewage,"512 Summit Ave Syracuse, New York, 13207",Sewer Back-ups (INTERNAL),shena 878-4291
43.0221,-76.1285,,,Water & Sewage,"Comstock Ave & Daybreak Ln Syracuse, New York, 13210",Other Sewer-related Concerns,"51
Repair Manhole"
43.0792,-76.1447,,,Streets & Transportation,"Court St & Loma Ave Syracuse, NY, 13208, USA",Report a Pothole,Constituent called cityline anonymously to report a pothole at this intersection. 
43.0802,-76.143,,,Streets & Transportation,"Court St & Wadsworth St Syracuse, NY, 13208, USA",Report a Pothole,Constituent called cityline anonymously to report a pothole at this intersection. 
43.0003,-76.1387,,,Streets & Transportation,"Monticello Dr S & E Seneca Tpke Syracuse, NY, 13205, USA",Report a Pothole,Constituent called cityline anonymously to report a pothole at this intersection. 
43.0514,-76.1215,,,Streets & Transportation,"220 Teall Ave Syracuse, New York, 13210",Report a Pothole,Constituent called cityline to report a pothole on Teall Ave. Stated that it is located right before the post office. Described the pothole to be very deep. 
43.0591,-76.1345,,,Streets & Transportation,"465–499 Oak St Syracuse NY 13203, United States",Traffic Signals,"Yellow light out on left traffic light, south corner of Oak and James"
43.0512,-76.1217,,,Streets & Transportation,"147–167 Teall Ave Syracuse NY 13210, United States",Report a Pothole,
43.0485,-76.1389,,,Streets & Transportation,"801–899 E Fayette St Syracuse NY 13210, United States",Report a Pothole,
43.0483,-76.1313,,,"Garbage, Recycling & Graffiti","1212east E Fayette St Syracuse NY 13210, United States",Report Improperly Set Out Trash or Recycling (Illegal Setout),
43.0425,-76.1054,,,"Garbage, Recycling & Graffiti","2901–2913 E Genesee St Syracuse NY 13224, United States",Trash Can on Public Land,
43.0505,-76.1011,,,Water & Sewage,"270 Mountainview Ave Syracuse, New York, 13224",Sewer Back-ups (INTERNAL),Jay 680-322-6702
43.0614,-76.1208,,,Water & Sewage,"417 Boyden St Syracuse, New York, 13206",Sewer Back-ups (INTERNAL),"Ed
417 Boyden St
315-715-1082
Possible Sink hole
Dispatched to Mike Shane"
43.0712,-76.1607,,,"Garbage, Recycling & Graffiti","1102 Carbon St Syracuse NY 13208, United States",Report a Skipped Recycling Pick Up,
43.0658,-76.122,,,Water & Sewage,"1725 James St Syracuse, New York, 13206",Sewer Back-ups (INTERNAL),"flush # 45
DBR plumbing requesting a flush 
5753280"
43.0508,-76.101,,,Water & Sewage,"271 Mountainview Ave Syracuse, New York, 13224",Sewer Back-ups (INTERNAL),"paul 
9259651
b/u"
43.0288,-76.1673,,,Water & Sewage,"153 Beverly Rd Syracuse, New York, 13207",Sewer Back-ups (INTERNAL),"june 9148198054
b/u"
43.0791,-76.1432,,,Housing & Property Maintenance,"159 Malverne Dr Syracuse, New York, 13208",Vacant Buildings,House has been sitting noticably vacant for a year. 
43.0687,-76.1497,,,Sanitation,"709 Pond St Syracuse, New York, 13208",Report a Skipped Bulk Pick Up (Internal),Constituent called to report their scheduled bulk pick up as skipped. No violations. Box spring
43.0734,-76.1624,,,"Garbage, Recycling & Graffiti","1522 Spring St Syracuse, New York, 13208",Tires,4 tires
43.0503,-76.178,,,Sanitation Carts,"207 Lakeview Ave Syracuse, New York, 13204",Cart Broken,Constituent says her recycling cart was damaged by snow falling off of the roof. 
43.0838,-76.1467,,,"Garbage, Recycling & Graffiti","349 Harford Rd Syracuse, New York, 13208",Sanitation Exempt Skipped,skipped Monday.  
43.0616,-76.147,,,Sanitation Carts,"127 Peters St Syracuse, New York, 13208",Cart Stolen,Constituent called to report their trash cart as stolen. 
43.0637,-76.1372,,,Sanitation,"102 Whitwell Dr Syracuse, New York, 13203",Report a Skipped Bulk Pick Up (Internal),Dresser skipped Monday.   Scheduled in Rubicon
43.0531,-76.134,,,Sanitation Carts,"316 Lodi St Syracuse, New York, 13203",Cart Broken,needs lid replaced.  Chunk of ice broke it.
43.0747,-76.1553,,,Sanitation,"816 Turtle St Syracuse, New York, 13208",Report a Skipped Bulk Pick Up (Internal),Scheduled mattress and box spring skipped. 
43.0721,-76.1563,,,Water & Sewage,"1205 First North St Syracuse, New York, 13208",Sewer Back-ups (INTERNAL),"Emergency UFPO
1205 1st North St
312-256-1098 I(Shea)
Dispatched to Tony

"
43.0662,-76.1187,,,Sanitation Carts,"125 Cook Ave Syracuse, New York, 13206",Cart Stolen,Trash cart reported stolen. 
43.0134,-76.1395,,,Sanitation,"156 E Matson Ave Syracuse, New York, 13205",Report a Skipped Bulk Pick Up (Internal),Constituent says skipped 1/3 and her normal trash was skipped 1/9. 
43.0359,-76.1726,,,"Garbage, Recycling & Graffiti","208 Rowland St Syracuse NY 13204, United States",Report a Skipped Recycling Pick Up,Can was out the night before 
43.0209,-76.1301,,,Sanitation Carts,"143 Xavier Cir Syracuse, New York, 13210",Cart Broken,Constituent called to report his recycling cart broken. Stated that the wheel has fell off. Requesting for it to be repaired/replaced. 
43.0415,-76.1642,,,Sanitation Carts,"618 Oswego St Syracuse, New York, 13204",Cart Stolen,Trash cart reported stolen. 
42.9991,-76.1575,,,Water & Sewage,"17 Crestview Dr Syracuse, New York, 13207",Sewer Back-ups (INTERNAL),"Anne
217 Crestview Dr
315-744-5335
possible B/U in her garage.someone will be home"
42.9929,-76.1441,,,Housing & Property Maintenance,"5318 S Salina St Syracuse NY 13205, United States",Home & Building Maintenance,The new property owner refuses to shovel the sidewalk that runs from Salina Street to next door neighbors home on Fiscoe Ave   I also am sharing a photo from the front door to the sidewalk on Salina St.  The property owner is well aware of me being disabled   
43.0482,-76.1104,,,"Garbage, Recycling & Graffiti","201 Fenway Dr Syracuse, New York, 13224",Sanitation Exempt Skipped,Constituent says her weekly trash was skipped. 
43.0469,-76.1005,,,Sanitation Carts,"879 Salt Springs Rd Syracuse, New York, 13224",Cart Broken,Constituent called to report that the wheel on her trash and recycling cart has fallen off. 
43.0537,-76.1285,,,Sanitation,"134 Mather St Syracuse, New York, 13203",Report a Skipped Bulk Pick Up (Internal),Constituent says his scheduled bulk was skipped. 
43.022,-76.1583,,,Water & Sewage,"146 Bishop Ave Syracuse, New York, 13207",Sewer Back-ups (INTERNAL),"Richard
315-640-8191"
43.0363,-76.1662,,,"Garbage, Recycling & Graffiti","208 Delaware St Syracuse, New York, 13204",Report a Skipped Recycling Pick Up,Constituent called to report their recycling as skipped. Skipped from Friday (1/3). 
43.0575,-76.1224,,,"Garbage, Recycling & Graffiti","721 Teall Ave Syracuse, New York, 13206",Report a Skipped Weekly Trash Pick Up,Constituent says her weekly trash was skipped. 
43.0547,-76.1274,,,Sanitation,"338 N Beech St Syracuse, New York, 13203",Report a Skipped Bulk Pick Up (Internal),Bulk skip per constituent scheduled in rubicon. 
43.0059,-76.1314,,,Streets & Transportation,"E Brighton Ave & Rock Cut Rd Syracuse, NY, 13205, USA",Traffic Signals,"The traffic signal needs timer adjustment, brighton ave heading north needs longer time traffic backs way up,rock rd should be shorter as well.  Thanks."
43.0486,-76.1047,,,Sanitation,"2717 E Fayette St Syracuse, New York, 13224",Report a Skipped Bulk Pick Up (Internal),Constituent says her bulk was skipped. 
43.0324,-76.1103,,,Sanitation Carts,"730 Crawford Ave Syracuse, New York, 13224",Cart Broken,Constituent said the lid is broken. 
43.0324,-76.1103,,,"Garbage, Recycling & Graffiti","730 Crawford Ave Syracuse, New York, 13224",Sanitation Exempt Skipped,Constituent says her trash was missing and the recycling was skipped. 
43.0659,-76.1611,,,"Garbage, Recycling & Graffiti","310 Sunset Ave Syracuse, New York, 13208",Report a Skipped Recycling Pick Up,Constituent called to report their recycling as skipped. NO violations 
43.0658,-76.161,,,"Garbage, Recycling & Graffiti","308 Sunset Ave Syracuse, New York, 13208",Report a Skipped Recycling Pick Up,Constituent called to report their trash as skipped. NO violations. 
43.0658,-76.1609,,,"Garbage, Recycling & Graffiti","306 Sunset Ave Syracuse, New York, 13208",Report a Skipped Recycling Pick Up,Constituent called to report their recycling as skipped. No violations. 
43.0689,-76.1452,,,"Garbage, Recycling & Graffiti","159 Griffiths St Syracuse, New York, 13208",Tires,4 tires. 
43.0703,-76.1138,,,"Garbage, Recycling & Graffiti","213 North Ave Syracuse, New York, 13206",Report a Skipped Bulk Pick Up,Scheduled bulk skipped. 
43.0761,-76.1526,,,Water & Sewage,"125 Burdick Ave Syracuse, New York, 13208",Sewer Back-ups (INTERNAL),"Martha
680-207-8783"
43.0676,-76.106,,,Sanitation Carts,"143 S Edwards Ave Syracuse, New York, 13206",Cart Broken,Constituent stated that there is a hole in the lid of her trash cart. requesting for the lid to be replaced. 
43.0676,-76.106,,,Sanitation Carts,"143 S Edwards Ave Syracuse, NY, 13206, USA",Cart Feedback,"Constituent called to request an additional recycling cart and trash cart to be delivered to this address. Cart logic shows that 139 was delivered two recycling carts, 141 was delivered one recycling cart. Rubicon shows that 139 was delivered two trash carts, and 141 was delivered one trash cart as well. I spoke with assessments, the confirmed that the property is a 4 unit property. Requesting for one trash cart and one recycling cart to be delivered. "
43.048,-76.13,,,"Garbage, Recycling & Graffiti","310 Pine St Syracuse, New York, 13210",Report a Skipped Recycling Pick Up,Constituent says his recycling was skipped. 
43.0656,-76.1435,,,Sanitation Carts,"1111 Butternut St Syracuse, NY, 13208, USA",Cart Stolen,Thomas Messina can be reached at 315-214-3937. 
43.0646,-76.1273,,,"Garbage, Recycling & Graffiti","149 Durston Ave Syracuse, New York, 13203",Report a Skipped Bulk Pick Up,"Skipped bulk item, recliner/chair. "
43.0649,-76.1135,,,"Garbage, Recycling & Graffiti","237 Hickok Ave Syracuse, New York, 13206",Report a Skipped Bulk Pick Up,Futon scheduled in rubicon skipped. 
43.0682,-76.1279,,,"Garbage, Recycling & Graffiti","210 Kline St Syracuse, New York, 13203",Report a Skipped Bulk Pick Up,"Skipped bulk, dresser. "
43.0738,-76.1097,,,"Garbage, Recycling & Graffiti","308 Norwood Ave Syracuse, New York, 13206",Report a Skipped Weekly Trash Pick Up,Constituent says her weekly trash was skipped. 
43.0485,-76.111,,,"Garbage, Recycling & Graffiti","2317 E Fayette St Syracuse, New York, 13224",Report a Skipped Bulk Pick Up,Bulk requested in rubicon skipped. 
43.045,-76.1102,,,Sanitation Carts,"234 Salt Springs Rd Syracuse, New York, 13224",Cart Broken,Constituent says the wheels on his cart have been broken off. 
43.0632,-76.0971,,,"Garbage, Recycling & Graffiti","131 Luddington St Syracuse, New York, 13206",Report a Skipped Weekly Trash Pick Up,Skipped trash. 
43.0338,-76.1752,,,"Garbage, Recycling & Graffiti","1301 W Onondaga St Syracuse, New York, 13204",Report a Skipped Weekly Trash Pick Up,Skipped trash and recycling from over the weekend. 
43.003,-76.1588,,,Streets & Transportation,"Hopper Rd Syracuse, New York, 13207",Report a Pothole,"Constituent called anonymously to put in a complaint on the speed humps that are on Hopper Rd. Stated that they are ruining the underneath of cars, they were not installed correctly, and the speed limit sign should be changed to under 20mph. Requesting for them to be taken away. "
43.022,-76.1583,,,Water & Sewage,"146 Bishop Ave Syracuse, New York, 13207",Other Sewer-related Concerns,
43.0455,-76.115,,,"Garbage, Recycling & Graffiti","2317 E Genesee St Syracuse NY 13210, United States",Report Improperly Set Out Trash or Recycling (Illegal Setout),
43.0331,-76.1265,,,Water & Sewage,"108 Dorset Rd Syracuse, New York, 13210",Other Sewer-related Concerns,"Manhole Cover Off 
Katlynn
315-749-8844"
43.0596,-76.1256,,,Feedback to the City,"612 Vine St Syracuse, New York, 13203",Please use this space to provide feedback to the City,No snow plow has been through my street in days. Street needs plowing from Boyden St to Lincoln Park 
43.0316,-76.1192,,,Water & Sewage,"416 Kensington Rd Syracuse, New York, 13210",Other Sewer-related Concerns,"Emergency UFPO Jason 897-0117 NGrid
Pole 15 - dispatched to Wayne Howard"
43.0538,-76.1364,,,Parking & Vehicles,"301-399 N Crouse Ave Syracuse, NY, 13203, USA",Report an illegally parked vehicle,Cars are constantly parked here during the daytime hours in this portion of N Crouse Ave even though parking is prohibited in the entire block.
43.0457,-76.1067,,,Feedback to the City,"516 Salt Springs Rd Syracuse NY 13224, United States",Please use this space to provide feedback to the City,"The blocks fall under the Sidewalk Snow Removal Program but one side of the street's sidewalk always gets skipped. Why?

Additionally, the condition of the skipped sidewalks are extremely poor, it's very difficult for property owners to keep up by hand or with a snowblower.  "
43.0435,-76.0902,,,Feedback to the City,"219 Deforest Rd Syracuse NY 13214, United States",Please use this space to provide feedback to the City,"Please help us on Deforest Road  I know the snow is so difficult but we haven't had a single plow all day and cars are not able to make it home  I've helped 2 elderly people to their homes as I have a pickup truck but the cars at the base of the hill cannot get home  Please keep us in mind with this steep, quick, easy to plow road  Thank you so much Syracuse!r"
43.0597,-76.157,,,Streets & Transportation,"706-764 N Clinton St Syracuse, NY, 13204, USA",Report a Pothole,I got a flat tire driving on this road because of the large amount of potholes!!! Needs to be repaved
43.0573,-76.1129,,,"Garbage, Recycling & Graffiti","549 Hickok Ave Syracuse, NY, 13206, USA",Report Improperly Set Out Trash or Recycling (Illegal Setout),Two garbage bags have been left at the curb after trash cans were brought in - the city plow is going to hit these and trash will end up all up the street they are very close to the road. 
43.0681,-76.1154,,,Water & Sewage,"2300 James St Syracuse, New York, 13206",Sewer Back-ups (INTERNAL),"2300 James St
315-802-9670
Sewer B/U...someone will be home..vent wil be cleared
"
43.0675,-76.1059,,,Housing & Property Maintenance,"145 S Edwards Ave Syracuse NY 13206, United States",Report Trash/Debris Outside a Home/Building,
43.0301,-76.1141,,,Feedback to the City,"1216 Westmoreland Ave Syracuse, NY 13210, USA",Please use this space to provide feedback to the City,Please actually pick up all of the bags from the trash can. Tonight after I had to get at least 6 inches of snow off the top of the can because they no longer can stay in the garage.  I found that you only took one bag last week. These giant cans are terrible. And much worse with the snow.
43.0484,-76.1211,,,Parking & Vehicles,"1701 E Fayette St Syracuse NY 13210, United States",Report an illegally parked vehicle,"Once again a car is parked on the sidewalk forcing children and disabled people to walk in the street during a snow storm at night with low visibility. This an ongoing problem that needs to be addressed expeditiously. 
"
43.0685,-76.1119,,,Housing & Property Maintenance,"2430 James St Syracuse, NY, 13206, USA",Other Housing & Property Maintenance Concern,Side walk and crosswalk between mobil and food for less blocked by plowed snow
43.0349,-76.1086,,,Water & Sewage,"1608 Euclid Ave Syracuse, New York, 13224",Sewer Back-ups (INTERNAL),"Emergency UFPO
1608 Euclid Ave
National Grid gas repair
315-327-5611 (Mark)
Dispatched to Wayne"
43.0113,-76.1447,,,Water & Sewage,"135 Belle Ave Syracuse, New York, 13205",Other Sewer-related Concerns,"Anthony (385-9464)  Roto Rooter
Requesting a sewer foreman
Dispatched to W.Howard"
43.0701,-76.1198,,,Housing & Property Maintenance,"George St Syracuse, New York, 13206",Other Housing & Property Maintenance Concern,"George Street needs to be plowed, please. "
43.0538,-76.1808,,,Water & Sewage,"204 State Fair Blvd Syracuse, New York, 13204",Sewer Back-ups (INTERNAL),"Diamond
204 State Fair Blvd
347-301-5905
Someone will be home @ noon...vent will be cleared"
43.022,-76.1583,,,Water & Sewage,"144 Bishop Ave Syracuse, New York, 13207",Sewer Back-ups (INTERNAL),"Scott  646-533-4246
vent to be cleared of snow"
43.0673,-76.106,,,"Garbage, Recycling & Graffiti","153 S Edwards Ave Syracuse, New York, 13206",Report a Skipped Recycling Pick Up,"Trash pick up skipped, can was out front, only recycling picked up"
