Lat,Lng,LONG,LAT,Agency_Name,Address,Request_type,Description
43.0428,-76.1503,,,Feedback to the City,"175-207 E Adams St Syracuse, NY, 13202, USA",Please use this space to provide feedback to the City,What do you mean closed. Trash still hasn’t been picked up 
42.9934,-76.1391,,,Feedback to the City,"212 Harding Pl Syracuse, New York, 13205",Please use this space to provide feedback to the City,Closed. Trash is still here 
42.9909,-76.1396,,,Feedback to the City,"205 Conifer Dr Syracuse, NY, 13205, USA",Please use this space to provide feedback to the City,You say this has been closed but my trash is still there. 
43.0447,-76.1881,,,Feedback to the City,"400-598 Tennyson Ave Syracuse, NY, 13204, USA",Please use this space to provide feedback to the City,"Plow drivers are neglecting 2’+ on either side of Tennyson Ave resulting in a narrowed driving and parking lane. This narrowed width is unsafe and inhibiting to emergency vehicles, especially around the alternate side parking days."
42.9925,-76.1393,,,Feedback to the City,"215 Brampton Rd Syracuse, NY, 13205, USA",Please use this space to provide feedback to the City,"Tom Mallett, 212 Harding Place 13205. So far no one has appeared to pick up our trash that was missed this morning "
43.0038,-76.1574,,,Feedback to the City,"115 Ames Ave Syracuse NY 13207, United States",Please use this space to provide feedback to the City,Are we going to get plows on our streets? We haven't had a single plow come in 3 days  It's impossible to get up and down the street  
42.9934,-76.1391,,,Feedback to the City,"212 Harding Pl Syracuse, New York, 13205",Please use this space to provide feedback to the City,"I’m on the exempt list and my
trash tote didn’t get put down by garage door. This is my third request. One by phone and two messages. Thank you "
42.9927,-76.139,,,Feedback to the City,"212 Harding Pl Syracuse, New York, 13205",Please use this space to provide feedback to the City,Recycle guys did a great job. Friendly and helpful. They deserve a pat on the back 
43.0357,-76.0979,,,Feedback to the City,"416 Brookford Rd Syracuse, New York, 13224",Please use this space to provide feedback to the City,"This morning, our garbage was not picked up. The reason cited after talking to the Department of Public Works was that it was too heavy or exceeded the allowed weight. My wife watched the workers touching our trash can and leaving it there. We were attentive because this happened before. No one weighted the trash can or tried to use the new equipment at any time. I was told that this was a violation and that the garbage would not be picked up until next week. They set up a bulk garbage pick up for next week and will have to keep garbage for one week in my garage. This will also use one of two allowed bulk pickups for the year. I put the trash out myself and it was not very heavy and the lid was closed. How can one say the our garbage exceed the weight without weighing it? Also, after the worker checked our trash can or bin, they left the lid off which resulted on having lot of snow in it which will make it even heavier. I have lived in the city for 25 years and this type of situation never occurred until now.  A few months ago, the same thing happened and they picked up the garbage the following day. When the workers did pick up the garbage the next day they did it yelling obscenities for several minutes (my wife and daughter were home and witnessed that). I did not reported this because I thought it was rare event.  This now happens for the second time without telling or cursing but the same type of dismissive behavior.  This needs to be looking into and I expect someone to contact me.  When I called this morning and asked to speak to a supervisor, they asked for my contact information but I’m still waiting to hear from that person.  We pay an obscene amount of taxes for me to be wasting my time dealing with this issue.  I already spent almost 2 hours of my time at work dealing with this. 

Gustavo de la Roza
416 Brookford Road"
42.9924,-76.1392,,,Feedback to the City,"212 Harding Pl Syracuse, New York, 13205",Please use this space to provide feedback to the City,Trash did not get picked up. I am on exempt list and trash tote is in front of garage door as I have been instructed to do. 
42.9925,-76.1395,,,Feedback to the City,"212 Harding Pl Syracuse, New York, 13205",Please use this space to provide feedback to the City,Our trash hasn’t been picked up yet. Maybe weather issue. On the exempt list and it’s still by my garage door. Thank you 
42.9934,-76.1391,,,Feedback to the City,"212 Harding Pl Syracuse, New York, 13205",Please use this space to provide feedback to the City,I am on the excempt list and I am unable to get my trash to the curb. It is sitting outside my garage door in front of garage door. Thank you. 
43.0685,-76.1118,,,Feedback to the City,"2450 James St Syracuse NY 13206, United States",Please use this space to provide feedback to the City,"Snow plowed into sidewalk path, forcing climb over plowed snow. Business owners of both properties.

You folks *need* a category for reporting blocked sidewalks.
"
43.0666,-76.1036,,,Feedback to the City,"181 Nichols Ave Syracuse, NY, 13206, USA",Please use this space to provide feedback to the City,No snow removal on corner to access the sidewalks.
43.0704,-76.1368,,,Feedback to the City,"1339 Oak St Syracuse, NY 13203, USA",Please use this space to provide feedback to the City,the blue bin covers are different than the black bin covers. The blue bin covers fly open in the slightest wind. My blue bin ended up with snow in it after I went out and shut it 3 times before I went to bed.
43.0307,-76.1695,,,Feedback to the City,"228 Clairmonte Ave Syracuse, New York, 13207",Please use this space to provide feedback to the City,Recycling never picked up on 1/4
43.0173,-76.1544,,,Feedback to the City,"102 Raymond Ave Syracuse, NY, 13205, USA",Please use this space to provide feedback to the City,Street not plowed since recent snow fall
43.0327,-76.1677,,,Feedback to the City,"905 Bellevue Ave Syracuse NY 13204, United States",Please use this space to provide feedback to the City,Bellevue Terrace (official address is Bellevue Avenue) has not been plowed yet. I know they're incredibly busy and I appreciate their service. I just wanted to let you know our street has not been touched. I wait to shovel until the plow comes through because I'll get plowed in again. And it helps to not have to shovel the street snow if possible when clearing the driveway  Thank you!.
43.0706,-76.1092,,,Feedback to the City,"228-370 Tyson Pl Syracuse, NY, 13206, USA",Please use this space to provide feedback to the City,Has not been plowed in 2 days
43.0682,-76.1529,,,Feedback to the City,"Carlisle St Syracuse, New York, 13208",Please use this space to provide feedback to the City,Street not plowed causing safety concerns.    
43.0638,-76.1467,,,Feedback to the City,"202 John St Syracuse, New York, 13208",Please use this space to provide feedback to the City,"No one plows this street. How are we to get to work safely? Also, does this city salt the roads? Please plow street and salt roads "
43.0496,-76.1478,,,Feedback to the City,"333 E Washington St Syracuse, NY, 13202, USA",Please use this space to provide feedback to the City,The fact that you don’t even have an option to select for street safety during snow is attesting that this city is playing games with the lives of Syracuse residents and temp residents/ visitors. There is no plow during extreme weather and the roads are not salted neither before or during or after. 8-9am is standard for working hours. I shouldn’t have to sleep in the parking lot of my job so that I don’t die on the road due to this cities neglect of its roads. Myself and other concerned residents are going to petitions to the state at a federal and local level to investigate what you all have going on in Syracuse during winter seasons. You are not proactive about the street and neglect almost all of the north side and other areas regularly. You should be ashamed. 
43.0126,-76.1312,,,Feedback to the City,"114 Game Rd Syracuse, New York, 13210",Please use this space to provide feedback to the City,Game Road is in need of snow plowing - hasnt been plowed in two days - business road and people cant get through street
43.0625,-76.1119,,,Feedback to the City,"345 Stafford Ave Syracuse, NY 13206, USA",Please use this space to provide feedback to the City,"Christmas tree pickup in the northeast quadrant is before the end of the Christmas season.This is disrespectful. Epiphany, Kings' Day, the 12th Day of Christmas, are Jan 6. Please pick up our used trees AFTER the holiday is over, not while it's still going on. Thank you."
