Lat,Lng,LONG,LAT,Agency_Name,Address,Request_type,Description
43.0227,-76.1684,,,Streets & Transportation,"1904 W Colvin St Syracuse, NY, 13207, USA",Traffic & Parking Signs,Please fix downed sign from plow. Something needs to be done about the plows speeding through residential areas or strathmore. 
43.0146,-76.1647,,,Streets & Transportation,"2301-2311 South Ave Syracuse, NY, 13207, USA",Report a Pothole,Long rectangular pothole. Was previously filled last year but has since sunk in more.
43.0684,-76.1148,,,Streets & Transportation,"James St & Grant Blvd Syracuse, New York, 13206",Report a Pothole,Constituent called to report a pothole at the corner of these streets. 
43.0712,-76.1206,,,Streets & Transportation,"Swansea Dr Syracuse, New York, 13206",Report a Pothole,Constituent called to report that the 100 block of swansea dr is a pothole. 
43.0569,-76.1415,,,Streets & Transportation,"Lodi St & E Willow St Syracuse, NY, 13203, USA",Traffic Signals,Cross Walk sign tipped over from plow truck driving with dump box up.
43.07,-76.1273,,,Streets & Transportation,"480 Durston Ave Syracuse NY 13203, United States",Traffic & Parking Signs,"Salem Hyde School Principal is requesting the hours of this \NO STOPPING ANY TIME\"" sign change to 8PM-7AM  """
43.0567,-76.104,,,Streets & Transportation,"625-625 S Midler Ave Syracuse, New York, 13224",Traffic Signals,Red light on Easter lane of southbound lanes of milder Ave appeared out 
43.0592,-76.1562,,,Streets & Transportation,"2-198 W Division St Syracuse, NY, 13204, USA",Report a Pothole,Huge pot hole as soon as turn on street to get on the only entrance for I81-s
43.0393,-76.1745,,,Streets & Transportation,"211 Grand Ave Syracuse, NY, 13204, USA",Report a Pothole,"Recent repair is substandard. Appropriate compaction of asphalt was not achieved, and vehicles swerve to avoid on a regular basis. Recommend re-patching and compacting properly with appropriate equipment. "
43.0733,-76.1627,,,Streets & Transportation,"1600–1698 Spring St Syracuse NY 13208, United States",Report a Pothole,Medium Size Pothole
43.0453,-76.1364,,,Streets & Transportation,"501 S Crouse Ave Syracuse NY 13210, United States",Traffic & Parking Signs,
43.0505,-76.1521,,,Streets & Transportation,"100–120 E Water St Syracuse NY 13202, United States",Traffic Signals,"The pedestrian Walk, Don't Walk signal at the corner of Water and Salina Streets, by the University building, (south east corner) is not facing the pedestrian waiting at the corner. It keeps being fixed then moved again. I am not sure what is going on here, but it needs to face pedestrian traffic at that corner for good. "
43.0126,-76.1312,,,Streets & Transportation,"114 Game Rd Syracuse, New York, 13210",Traffic Signals,Traffic light on Rock cut Road and Brighton Ave - The light lets about 5 cars through on Brighton Ave creating a large back up - there is not alot of traffic coming off Rock Cut Road - is there any way to adjust the timer on this Trafic Light to allow more cars going through the light?
43.0535,-76.1041,,,Streets & Transportation,"2500 Erie Blvd E Syracuse NY 13224, United States",Traffic & Parking Signs,2 signs indicating 2 lanes traffic traveling up Seeley  Confusing  Left sign should be left only .!.
43.0496,-76.1496,,,Streets & Transportation,"241 E Genesee St Syracuse, NY, 13202, USA",Street Lights,The replacement of the globe is appreciated however can we find one that is the same size and color?  I have personally replaced these in the past and obtained the matching globe at City Electric. 
43.0623,-76.0947,,,Streets & Transportation,"1601–1621 Caleb Ave Syracuse NY 13206, United States",Traffic & Parking Signs,
43.0472,-76.0884,,,Streets & Transportation,"1414 Salt Springs Rd Syracuse, NY, 13214, USA",Report a Pothole,"Constituent called anonymously to report a pothole estimated at this location. She stated that it is on Salt Springs Rd, right before Carlton Dr, while you are passing the dorm/apartment buildings. The pothole needs to refilled. "
