Lat,Lng,LONG,LAT,Agency_Name,Address,Request_type,Description
43.0487,-76.1479,,,Housing & Property Maintenance,"E Fayette St Syracuse, NY, 13202, USA",Report Trash/Debris Outside a Home/Building,Dumpsters are blocking the sidewalk. I guess we should just walk in the street? 
43.062,-76.1319,,,Housing & Property Maintenance,"2 Brattle Rd Syracuse, New York, 13203",Other Housing & Property Maintenance Concern,2 Brattle Road has a hazardous sidewalk full of snow. This needs to be cleared for walkers especially children walking from nearby schools.
43.0188,-76.1257,,,Housing & Property Maintenance,"Arnold Ave Syracuse, New York, 13210",Other Housing & Property Maintenance Concern,roads in my neighborhood have not been plowed since about 3 am and this morning it snowed hard for a while Thx!!!!
43.0684,-76.1121,,,Housing & Property Maintenance,"2430 James St Syracuse, NY 13206, USA",Other Housing & Property Maintenance Concern,Sidewalk between Food 4 Less and Mobile is entirely blocked by snow. You have to risk going in the busy street or cross the street to get by the blockage.
43.0418,-76.0926,,,Housing & Property Maintenance,"105 Hillsboro Pkwy Syracuse, NY, 13214, USA",Other Housing & Property Maintenance Concern,Sidewalks never cleared of snow
43.0607,-76.0953,,,Housing & Property Maintenance,"3009 Burnet Ave Syracuse, NY, 13206, USA",Other Housing & Property Maintenance Concern,Snow plowed over sidewalk
43.0707,-76.106,,,Housing & Property Maintenance,"618 Tyson Pl Syracuse, NY, 13206, USA",Other Housing & Property Maintenance Concern,Snow plowed over sidewalk
43.0734,-76.1085,,,Housing & Property Maintenance,"292 Ashdale Ave Syracuse, New York, 13206",Property Damage- INTERNAL,CONSTITUENT SAYS THE FENCE WAS DAMAGED BY THE SIDEWALK SNOW PLOW ON THE COUGHLIN SIDE. Tina Holava-Hughes can be reached at 315-243-3043. Can she please be called back. She would like to know the process of this repair. 
43.0584,-76.1519,,,Housing & Property Maintenance,"530 N Salina St Syracuse NY 13208, United States",Vacant Buildings,This vacant building has a broken window at street level that could cause injury  Please investigate and address accordingly  Thank you   
43.0447,-76.1705,,,Housing & Property Maintenance,"735 Marcellus St Syracuse, NY 13204, USA",Home & Building Maintenance,broken window.
43.0339,-76.1406,,,Housing & Property Maintenance,"142 Oakland St Syracuse NY 13210, United States",Other Housing & Property Maintenance Concern,Our street is very snowy and quickly becomes a safety hazard - this happens daily  If someone could come out to plow we would very much appreciate it  Thank you  
43.0476,-76.1548,,,Housing & Property Maintenance,"264 1/2 W Jefferson St Syracuse, NY, 13202, USA",Other Housing & Property Maintenance Concern,"Two customers fell trying to get to my front door. 

The sidewalks need to be better maintained. This is the busiest block in Downtown. 

The sidewalks are terrible here. "
43.0428,-76.1496,,,Housing & Property Maintenance,"209-239 E Adams St Syracuse, NY, 13202, USA",Other Housing & Property Maintenance Concern,Sidewalk has not been plowed yet this year.  Very dangerous to walk on and only other option  is to walk head on into traffic. High foot traffic area as well due to opposite side of the road not having sidewalks available due to construction.
43.0429,-76.1496,,,Housing & Property Maintenance,"249 E Adams St Syracuse, NY, 13202, USA",Other Housing & Property Maintenance Concern,The sidewalk near the VA parking lot is unplowed. I have slipped and almost fallen walking to Upstate this past week. Can the city please look into this hazard? It is right near the Institute of Technology. It is between Harrison Place and Montgomery. 
43.0332,-76.1619,,,Housing & Property Maintenance,"507 Bellevue Ave Syracuse NY 13204, United States",Vacant Buildings,
43.0291,-76.159,,,Housing & Property Maintenance,"509 Hudson St Syracuse NY 13207, United States",Other Housing & Property Maintenance Concern,"As a gentleman and his girlfriend that live at the top floor of this building, they have seven dogs that literally go out once a day. I’ve been told before that the smell goes down into the neighbors house downstairs. It’s horrible dis man does not they don’t put out no trash at all. Trash has not went out in months. They don’t put no recycling. They have tons and tons of junk all over their backyard"
43.0625,-76.1307,,,Housing & Property Maintenance,"8 Brattle Rd Syracuse, New York, 13203",Other Housing & Property Maintenance Concern,This sidewalk is unsafe to walk on. The snow needs to be removed.
43.0622,-76.1321,,,Housing & Property Maintenance,"1 Brattle Rd Syracuse, New York, 13203",Other Housing & Property Maintenance Concern,"This homeowner is irresponsible and refuses to clear their sidewalk. Children, mail carriers and dog walkers have to walk in the road which is dangerous. They need to be held responsible and clear their sidewalk."
43.0543,-76.1888,,,Housing & Property Maintenance,"103 Herkimer St Syracuse, New York, 13204",Report Trash/Debris Outside a Home/Building,Constituent called to report that this address has trash piling up and leaving carts out after trash day. 
43.0544,-76.1886,,,Housing & Property Maintenance,"101 Herkimer St Syracuse, New York, 13204",Report Trash/Debris Outside a Home/Building,Constituent called to report that this address has trash bags out and left the carts out. Bags are piling up. 
43.0477,-76.1546,,,Housing & Property Maintenance,"133 Walton St Syracuse, NY, 13202, USA",Other Housing & Property Maintenance Concern,"This entire block of Walton St and W Jefferson St, has not had snow removed from sidewalks in days. "
43.0792,-76.1382,,,Housing & Property Maintenance,"156 Maplehurst Ave Syracuse, New York, 13208",Property Damage- INTERNAL,Constituent called to report property damage caused to her sewer pipe. Stated that when her Christmas tree was collected they ripped her pipe out of the ground. 
43.0754,-76.1345,,,Housing & Property Maintenance,"307 Pleasantview Ave Syracuse, New York, 13208",Property Damage- INTERNAL,Constituent called to report property damage that was caused from the plow. Stated that the plow has caused damage to the apron of her driveway. Stated there are chunks of asphalt in her driveway that were ripped up.  
43.0384,-76.1599,,,Housing & Property Maintenance,"627 W Onondaga St Syracuse NY 13204, United States",Vacant Buildings,Chair has been sitting on the curb for weeks
43.0728,-76.1248,,,Housing & Property Maintenance,"545 Grant Blvd Syracuse NY 13203, United States",Unlawful Dumping on Vacant Land,Furniture on side of road on cemetery side
43.0629,-76.1395,,,Housing & Property Maintenance,"343 Park St Syracuse, NY, 13203, USA",Vacant Buildings,"House had fire 1+ year ago. Homeless occupying house, missing windows, trash"
43.0547,-76.1755,,,Housing & Property Maintenance,"1260 W Belden Ave Syracuse, New York, 13204",Report Trash/Debris Outside a Home/Building,Constituent says there is trash next to this house. 
43.0663,-76.1027,,,Housing & Property Maintenance,"200 Homecroft Rd Syracuse, NY, 13206, USA",Home & Building Maintenance,Sidewalks on Northcliffe Rd side to owners driveway not cleared of snow at all. From corner of Homecroft not able to access the sidewalks.  
43.0683,-76.1015,,,Housing & Property Maintenance,"124 Mosley Dr Syracuse NY 13206, United States",Home & Building Maintenance,Sidewalk needs snow removal 
43.0686,-76.1008,,,Housing & Property Maintenance,"3300 James St Syracuse NY 13206, United States",Other Housing & Property Maintenance Concern,Property owner does not remove snow from sidewalk  Mosley dr side.. 
42.9987,-76.1299,,,Housing & Property Maintenance,"111 Lafayette Rd Syracuse, New York, 13205",Home & Building Maintenance,"The ceiling of the bathroom in the apartment unit of Nobhill Building 1 experienced its first leak on September 25, 2024. A maintenance worker came to inspect it on September 26, but only took a quick look and said he needed to check the unit above. He never returned after that. Subsequent leaks occurred on October 22, 2024, November 2, 2024, November 25, 2024, December 2, 2024, December 26, 2024, January 2, 2025, and January 3, 2025. Each time, the maintenance worker’s actions were the same as during the first incident.  

The two leaks in 2025 clearly involved sewage. The leak on January 2 had a strong fecal odor and contained visible solid fecal matter, with the water appearing brown. The leak on January 3 had a strong urine odor. On January 3, I reported all these issues to Assistant Community Manager Ryan Tinsley and requested that the apartment management clean up the sewage. However, he explicitly refused to clean it up, stating that he believed it was the tenant’s responsibility under New York State regulations, even though the sewage was caused by unresolved leaks.

Unable to endure the foul fecal odor in the bathroom, I began cleaning the sewage on the afternoon of January 3. After cleaning most of the affected areas, the final leak (on January 3) occurred while I was crouched cleaning the bathtub. The sewage splashed directly onto me. We called the emergency maintenance line, and maintenance personnel from another building came and shut off the upstairs toilet valve.  

It is clear that my husband and I were exposed to living in a sewage-contaminated apartment for at least four days (January 2 to January 5). During this time, the bathroom was unusable, and we were unable to shower."
43.0563,-76.1439,,,Housing & Property Maintenance,"506 Catherine St Syracuse, NY 13203, USA",Other Housing & Property Maintenance Concern,victory temple sidewalk on Catherine st covered in snow and ice. 
43.0012,-76.1306,,,Housing & Property Maintenance,"104 Lafayette Rd Syracuse, NY 13205, USA",Other Housing & Property Maintenance Concern,"Kinney drugs haven't shoveled their sidewalks yet this year, I just kept forgetting to report it. I'm in a wheelchair and have to risk my life going in the road because I can't  use sidewalks "
43.0685,-76.112,,,Housing & Property Maintenance,"James St & Marlborough Rd Syracuse, NY, 13206, USA",Other Housing & Property Maintenance Concern,Snow plowed over sidewalk at mobil gas station. Plowed over sidewalk on james st and Stafford 
43.034,-76.1767,,,Housing & Property Maintenance,"1346 W Onondaga St Syracuse NY 13204, United States",Unlawful Dumping on Vacant Land,
43.0778,-76.1596,,,Housing & Property Maintenance,"815 Wolf St Syracuse, NY 13208, USA",Vacant Buildings,"Abandoned house nextdoor continues to deteriorate. Chimney and roof rain debris onto our porch roof. The front door has now fallen off. Animals are pulling insulation out of the attic. Windows are broken.

Don't waste your time leaving notices. Nobody has been to the house in more than 10 years. Something real needs to be done with it.

God forbid someone starts a fire. the whole street will be gone. "
43.0341,-76.1615,,,Housing & Property Maintenance,"222 Rich St Syracuse, NY, 13204, USA",Report Trash/Debris Outside a Home/Building,Constituent called to report that this address has trash piling up in front of the house. 
43.0309,-76.159,,,Housing & Property Maintenance,"750 South Ave Syracuse NY 13207, United States",Report Trash/Debris Outside a Home/Building,
43.0297,-76.1937,,,Housing & Property Maintenance,"119 Merrell Rd Syracuse, NY, 13219, USA",Home & Building Maintenance,fence falling down...kids at household play outside... seems dangerous
43.05,-76.1697,,,Housing & Property Maintenance,"243 Richmond Ave Syracuse, New York, 13204",Report Trash/Debris Outside a Home/Building,"This house has people living in it and there is furniture, garbage and waste all piled up in the front yard and going down the driveway!!"
43.0502,-76.1697,,,Housing & Property Maintenance,"242 Richmond Ave Syracuse, New York, 13204",Unlawful Dumping on Vacant Land,There is a huge pile of garbage and furniture piled up in the driveway of this vacant home that has been sitting there for months!
43.0492,-76.1494,,,Housing & Property Maintenance,"228 E Washington St Syracuse, NY, 13202, USA",Other Housing & Property Maintenance Concern,"Please let this serve as notice that this is a danger to slip and fall, especially for the disabled and elderly. Fine the dang businesses. How can the City fine people hundreds of dollars for not putting out our trash right but cant do the same for big businesses like parking lots downtown? It’s literally across the street from City hall!
"
43.0484,-76.1506,,,Housing & Property Maintenance,"301 S Warren St Syracuse, NY, 13202, USA",Other Housing & Property Maintenance Concern,"Please let this serve as notice that this is a danger to slip and fall and forces people in wheelchairs to move into the street because they can’t use the public sidewalk.  This is a city owned park and it’s embarrassing that it’s never cleared in the snow. Christmas for ambulance chasers if anyone gets hurt. I’ve watched people in wheelchairs, several who live in this neighborhood at the YMCA, need to go in the street in order to get around this manifest laziness. Where are my tax dollars going?"
43.0207,-76.1418,,,Housing & Property Maintenance,"129 E Brighton Ave Syracuse, New York, 13205",Property Damage- INTERNAL,sewer cap missing due to snow and ice 
43.0622,-76.1321,,,Housing & Property Maintenance,"1 Brattle Rd Syracuse, New York, 13203",Other Housing & Property Maintenance Concern,Sidewalk at 1 Brattle Road is an extreme health and safety hazard. Children walk that sidewalk to and from school and it’s a shame the property owner never clears it. Please help the children. 
42.9982,-76.1396,,,Housing & Property Maintenance,"121 Munson Dr Syracuse, New York, 13205",Property Damage- INTERNAL,Constituent says her lawn was dug up by the plow. 
43.0334,-76.1082,,,Housing & Property Maintenance,"116 Janet Dr Syracuse, New York, 13224",Property Damage- INTERNAL,Constituent says his lawn has been damaged by the plow. 
